id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
,,,,,NFA South,**,,,,,,,,,
aca 01,Dutchess,,Poughkeepsie,12601,Queen City Sat,f-st,Walkway Over the Hudson,**,YMCA,,,,,,
,,,,,Council Meetings,,Unison,ac,Charter Schools for Arts,,,,,,
,,,,,,,UPAC,v-multi,,,,,,,
,,,,,,,Bardavon,v-multi,,,,,,,
,,,,,,,UCCC,vc,,,,,,,
,,,,,,,SUNY New Paltz,vc,,,,,,,
,,,,,,,Cunneen-Hackett,v-mp,,,,,,,
,,,,,,,Towne Crier,vm,,,,,,,
,,,,,,,Club Helsinki,v-com,,,,,,,
,,,,,,,,v-com,,,,,,,
aca 02,Dutchess,,Town of Poughkeepsie,12603,Chamber Music Concerts,mg-chm,Museums,v-mu,Museum next to Walkway,v-mu,web,,,,
,,,,,Galleries,ag,churches,v-ch,,,print,,,,
,,,,,movies,,Walkway Over the Hudson,c-tl,,,social media,,,,
,,,,,,,,,,,email,,,,
aca 03,Dutchess,,Town of Poughkeepsie,12603,MHA,a-grp,bridge,ag,civic interest,,PoJo,,,,
,,,,,galleries,ag,restaurants,,,,WAMC,,,,
,,,,,,,galleries,,,,local cable,,,,
aca 04,Dutchess,,Poughkeepsie,12601,art,a,Skinner Hall of Music,vm,cooperative loft/studio space (like Art Centro),ac,web,,,,
,,,,,some music,m,Vassar,vc,,,print,,,,
,,,,,Half,tg,,,,,email,,,,
,,,,,Moon Theater,,,,,,,,,,
,,,,,waterfront,,,,,,,,,,
aca 05,Dutchess,,Poughkeepsie,12601,art shows,as,Vassar college,vc,galleries,ag,Town of Poughkeepsie news ?- web,,,,
,,,,,concerts,mc,Mid-Hudson Heritage Center,v-multi,city museum,v-mu,PoJo,,,,
,,,,,lectures,el,Cunneen Hackett,v-mp,murals,ag-mu,Almanac,,,,
,,,,,movies,ag-f,Queen City events,e-loc,street festivals,f-st,NPR,,,,
,,,,,performances,p,pop-up galleries,ag,,,various newsletters,,,,
,,,,,book signings,el,,,,,,,,,
Art Along Hudson,Ulster,art,Woodstock,12498,art shows,as,O+ Festival (Kingston),fa,we have it all but I would like to see more linking of arts organizations with more artists residences and grants,,fb,,,,
,,,,,theater,t,Sinterklaas,v-out,,,Woodstock Times,,,,
,,,,,movies,m,Habitat for Artists,**,,,Kingston Times,,,,
,,,,,music (original and inclusive),,Kingston Outdoor sculpture biennial,v-out,,,WAMC,,,,
,,,,,,,,ag-s,,,Kingston Happenings (email),,,,
,,,,,,,,,,,,,,,
Art Along Hudson,Ulster,art,Gradiner,12525,Art Fairs,aos,,,community Gallery,ag,fb,`,,,
,,,,,Open Studio tours,ag,,,Community room,,New Paltz Times,,,,
,,,,,galleries *,,,,,,,,,,
Art Along Hudson,Ulster,art,Bearsville,12409,municipal theater,,DIA,am,poetry readings,lp,Chronogram,Chronogram,,,
,,,,,movies,,Samuel Dorsky Museum of  Art,,poetry/painting combo,lr,Woodstock Times,Woodstock Times,,,
,,,,,Woodstock School of Art,,,,parades,a,Tumblr,WAMC,,,
,,,,,,,,,puppets,**,WAMC,NY Times,,,
,,,,,,,,,,**,NY Times,,,,
Art Along Hudson,Ulster,art,Jewett,12444,music venues,vm,,,live music,,web,,,,
,,,,,art shows,as,,,theater,,print,,,,
,,,,,theater,t,,,,,NPR,,,,
Art Along Hudson,Ulster,art,Wingdale,12594,Art East studio Tour,aos,Art East Open Studio,aos,music venues,vm,New York Foundation for the Arts,Chronogram,,,
,,,,,HVA,af,Beacon Open Studio,aos,,,AMH Newsletter,,,,
,,,,,Wassaic Project,,,,,,fb,,,,
,,,,,,,,,,,Chronogram,,,,
Art Along Hudson,Ulster,art,Germantown,12526,Dove Cottage Gallery,ag,Art Along the Hudson,af,a MOCA in the Mid-Hudson,a-mu,email,,,,
,,,,,Art Space,,,,,,,,,,
,,,,,Germantown,,Tivoli Artists Co-op,ag,,,,,,,
,,,,,,,Hudson NY,agrp,,,,,,,
Art Along Hudson,Ulster,art,Saugerties,12477,openings of artists I know,as,art tours,aos,fund Z Willy Newman's project of outdoor art in all HV towns as he's doing in Woodstock and Saugerties.,,email - Saugerties town artists,,,,
,,,,,open studio tours,,outdoor art,ao,,,,,,,
Art Along Hudson,Ulster,art,Kingston,12401,Falcon,vm,live music performance,m-live,large venue for name acts (ie,v-mp,,Almanac,,,
,,,,,High Falls Cafe,v-com,Bardavon,pm,improve UPAC),,,Chronogram,,,
,,,,,Harmony Cafe,,Towne Crier,v-mulit,,,,Kingston Freeman,,,
,,,,,,,Falcon,v-com,,,,Woodstock Times,,,
,,,,,,,,vm,,,,WKZE,,,
,,,,,,,,,,,,WDST,,,
,,,,,,,,,,,,YNN,,,
Art Along Hudson,Ulster,art,Kingston,12401,music,m,Bardavon,v-multi,outdoor performance art center - ala SPAC,v-out,,Freeman,,,
,,,,,art openings (Kingston,as,UPAC,v-multi,,v-mp,,PoJo,,,
,,,,,Beacon,,galleries,f-st,,,,WKZE,,,
,,,,,New Paltz,,Harvest Fest,f-st,,,,WDST,,,
,,,,,Poughkeepsie),,Rosendale Street Festival,v-st,,,,,,,
,,,,,,,community days,v-out,,,,,,,
,,,,,,,festivals,,,,,,,,
Art Along Hudson,Ulster,art,Pleasant Valley,12569,Woodstock movies Festival,f-film,Bardavon,v-multi,more live plays like Vassar summer program,t, ,Joe Daily radio show,,,
,,,,,Bardavon,v-multi,UPAC,v-multi,,,,92.1Lite FM,,,
,,,,,UPAC,v-multi,opera from NYC.  Shakespeare theater - Garrison,mg-o,,,,PoJo,,,
,,,,,Opus 40,v-out,Vassar plays.,t,,,,,,,
,,,,,Vassar College Museum and Art Galleries,ag,,t,,,,,,,
,,,,,Marist College Arts programs,ag-s,,,,,,,,,
,,,,,Powerhouse Theater,vc,,,,,,,,,
,,,,,,am,,,,,,,,,
,,,,,,ag,,,,,,,,,
,,,,,,t,,,,,,,,,
Art Along Hudson,Ulster,art,Kinsgton,12401,First Saturdays Kingston,ago,,,,,,,,,
Art Along Hudson,Ulster,art,Town of Ulster,12401,Bard College,vc,,,,,,,,,
,,,,,Concerts,mc,,,,,,,,,
,,,,,museum,v-mu,,,,,,,,,
Art Along Hudson,Ulster,art,Town of Ulster,12401,First Saturday Kingston,ago,DIA,am,a central place to display local artists,,web,,,,
,,,,,,,Storm King Arts Center,ag,,,print,,,,
,,,,,,,galleries,ag-s,,,radio,,,,
,,,,,,,artists potters open houses,aos,,,,,,,
Art Along Hudson,Ulster,art,"Poughkeepsie,",12601,where my work is being shown,,,,we have venues,,Hudson Valley Happenings,,,,
,,,,,love outdoor events,,,,need better location for some and community/corp support for them as well,,google,,,,
,,,,,music,,,,,,Art Along the Hudson,,,,
,,,,,,,,,,,email from artist organizations.,,,,
BGHV,Dutchess,cultural festival,,,shows at Chance and Mid,pm,any good concert,mc,MOC*,,,96.1,,,
,,,,,Hudson Civic Center,v-multi,,,,,,,,,
BGHV,Dutchess,cultural festival,Carmel,10512,music,m,Towne Crier,v-com,,,fb,,,,
,,,,,,,Railroad playhouse (Garrison),vt,,,,,,,
BGHV,Dutchess,cultural festival,Woodstock,12498,galleries,ag,Day of Dead,"f-cult
",more stuffed and resource filled cultaral centers connecting to diversity of region,,,Chronogram,,,
,,,,,Bardavon,v-multi,community arts days,,,,,Arts Mid-Hudson,,,
,,,,,concerts,,,,,,,fb,,,
,,,,,pop,ac,,,,,,98.1-WKZE,,,
,,,,,up shows,,,,,,,,,,
,,,,,Italian cultural events,as,,,,,,,,,
,,,,,,c-t,,,,,,,,,
BGHV,Dutchess,cultural festival,Hyde Park,12601,concerts in parks,mc,music,m,more art galleries,ag,fb,,,,
,,,,,,v-out,child interactions,ke,,,,,,,
BGHV,Dutchess,cultural festival,Town of Poughkeepsie,12603,Hotchkiss,m-cs,live music and live theater,m-live,more theater options,t,,Biggayhudsonvalley website,,,
,,,,,Northern Dutchess Symphony Orchchestra,mg-sy,,tl,,,,d.c. focus**?,,,
,,,,,Smithfield Church,mg-sy,,,,,,,,,
,,,,,,m-rel,,,,,,,,,
BGHV,Dutchess,cultural festival,Beacon,12508,Cunneen,v-mp,Bardavon,v-multi,*,,,Chronogram,,,
,,,,,Hackett,,,,,,,WAMC,,,
,,,,,Windows On Main,as,Bard College,vc,,,,,,,
,,,,,Beacon,,,,,,,,,,
,,,,,member of BACA,,Center for the Performing Arts at Rhinebeck,v-mp,,,,,,,
,,,,,,,Cunneen-Hackett,vt,,,,,,,
,,,,,,,Locust Grove,am,,,,,,,
,,,,,,,Beacon (in general),,,,,,,,
,,,,,,,DIA,,,,,,,,
BGHV,Dutchess,cultural festival,New Paltz,12561,Bardavon,v-multi,,,"""I really like Chance",vm,,96.1 KISS,,,
,,,,,Chance,v-com,,,"I would like a larger music venue besides the Civic Center.""",v-com,,92.1  Lite FM,,,
,,,,,Samuel Dorsky Museum of Art,am,,,,v-multi,,,,,
BGHV,Dutchess,cultural festival,Poughkeepsie,12603,historical arts,**,,,museum,v-mu,,PoJo,,,
,,,,,ancient rome and greece,**,,,,,,,,,
,,,,,gunshows,**,,,,,,,,,
,,,,,musical plays,mg-mus,,,,,,,,,
BGHV,Dutchess,cultural festival,Highland,12528,antiques,**,Woodstock,c-tr,more theater,t,web: Dutchess Toursim,PoJo,,,
,,,,,art shows,as,Kingston,c-th,art shows,as,Greater New Paltz Chamber,various chambers,,,
,,,,,concerts,mc,Poughkeepsie,v-mu,,,,Walkway Over the Hudson events,,,
,,,,,,,historical museums,a,,,,,,,
,,,,,,,arts,,,,,,,,
BGHV,Dutchess,cultural festival,Rochester,14607,public outdoor events,e-out,DIA,am,river property (?),,,96.1 KISS,,,
,,,,,,,,,,,,Marist Art program,,,
BGHV,Dutchess,cultural festival,LaGrangeville,12569,The Chance,v-com,Kingston Culture fest,f-cult,LBGT Center in Poughkeepsie,,FB,PoJo,,,
,,,,,Loft,v-multi,Freek Fest,f,,,Instagram,,,,
,,,,,Mid,,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
BGHV,Dutchess,cultural festival,Hyde Park,12538,None! Where are they.. I'm interested.,,theater,t,theater,t,PoJo web,,,,
,,,,,,,,,concerts,mc,,,,,
BGHV,Dutchess,cultural festival,Town of Poughkeepsie,12603,* and theater performances,,live theater,tl,more national theater *,,individual venue websites,,,,
BGHV,Dutchess,cultural festival,Rosendale,12486,Bard College,vc,,,open concerts,v-out,,HV News,,,
,,,,,concerts,mc,,,,mc,,NPR,,,
,,,,,running events,**,,,,,,,,,
,,,,,DIA,am,,,,,,,,,
BGHV,Dutchess,cultural festival,Wappingers,12590,2nd Saturday,ago,2nd Saturday  Beacon,ago,street art festival,af,fb,,,,
,,,,,own art shows,,Windows on Main,aos,,,instagram,,,,
,,,,,,,open studio tours,,,,,,,,
BGHV,Dutchess,cultural festival,Poughkeepsie,12601,Vassar college,vc,theater,t,more live theater,tl,,,,,
,,,,,Half,vt. vt.,,,,,,,,,
,,,,,Moon Theater,,,,,,,,,,
,,,,,Powerhouse Theater summer program,,,,,,,,,,
BGHV,Dutchess,cultural festival,Poughkeepsie,12601,concerts and benefit at Christ Episcopal Chruch,mc,Words Words Words,el,,,,PoJo,,,
,,,,,Niagra Firehouse holiday sale,e-ch,travel to NYC to MET and theatrical performances and concerts.  summer concerts at Bard College.,**,,,,,,,
,,,,,Kairos Concerts at Holy Cross,aos,,vc,,,,,,,
,,,,,concerts at Vassar,ag,,m-cs,,,,,,,
,,,,,les petits chont* form haiti,m-rel,,,,,,,,,
,,,,,Capella Festival.,vc,,,,,,,,,
,,,,,,m-grp,,,,,,,,,
BGHV,Dutchess,cultural festival,Poughkeepsie,12601,live music,m-live,Broadway shows,t,,,,,,,
,,,,,historical sites,c-th,live music concerts,ml,,,,,,,
,,,,,,,,mc,,,,,,,
BGHV,Dutchess,cultural festival,Town of Poughkeepsie,12603,DIA,am,Locust Grove,v-mult,DIA,am,fb,,,,
,,,,,,,DIA,am,,,PoJo,,,,
,,,,,,,FDR/ERVK historical,c-th,,,,,,,
,,,,,,,Bard College Art Center,vc,,,,,,,
,,,,,,,,ac,,,,,,,
BGHV,Dutchess,cultural festival,Poughkeepsie,12601,,,,,art theater on Main St Poughkeepsie,,,,,,
awl-01,Orange,,Warwick,10990,Only attended local Library events,e-loc,,,Folklore dances from South American Countries,df,FB,,,,
awl-02,Orange,,Warwick,10990,Korean,,African,,Dancing and singing,,newspaper,,,,
,,,,,Indian,,Indian,,,,,,,,
,,,,,,,Chinese,,,,,,,,
"awl-03
",Orange,,Warwick,10990,Concerts,mc,Concerts,mc,more dance and drama,d,Warwick Advertiser,,,,
,,,,,arts and crafts,as,arts and crafts,as,,t,Warwick Valley Dispatch,,,,
,,,,,theater,t,theater,t,,,,,,,
awl-04,Orange,,Warwick,10990,Library,vl,all,,more in Orange county,,library,Times Herald Record,,,
,,,,,Eisenhower Hall,vm,,,Warwick area,,,Warwick Advertiser,,,
,,,,,Lyceum theater,t,,,,,,,,,
,,,,,Sugar Loaf Performing Arts Center,vt,,,,,,,,,
,,,,,summer outdoor concerts,m-cs,,,,,,,,,
"awl-05
",Orange,,Warwick,10990,movies,v-mo,jazz series in village,mg-j,good speakers on concert events,,Web - library,,,,
,,,,,readings,l,music in Sugar Loaf,vm,,,papers,,,,
,,,,,music,m,library events,v-lib,,,,,,,
"awl-06
",Orange,,Monroe,10950,All that i can,,,,A gallery,,print,,,,
"awl-07
",Orange,,Goshen,10924,Beacon Theater,vt,,,,,web,,,,
,,,,,Paramount,v-per,,,,,print,,,,
,,,,,Bethel Woods,vt,,,,,,,,,
,,,,,Bass*,**,,,,,,,,,
"awl-08
",Orange,,Warwick,10990,free concerts,mc,those that are open to community.  Appreciate child oriented and cultural eductional programs,e-loc,more lessons,,AW Library email,Warwick Advertiser  ,,,
,,,,,cultural events,e-cult,,ked,author visits,,,,,,
,,,,,child,ke,,ke,music (we love it all),,,,,,
,,,,,friendly,,,,,,,,,,
"awl-09
",Orange,,Warwick,10990,All music,m,,,Met Opera,mg-o,met opera,,,,
,,,,,Met Opera Live in HD,mg-o,,,,v-multi,,,,,
"awl-10
",Orange,,"Village of Florida, Warwick",10921,New to area,,,,,,,Warwick Advertiser,,,
"awl-11
",Orange,,Goshen,10924,Poetry,pp,,,funding many small groups,,,Times Herald Record,,,
,,,,,performance art,pa,,,more literary,,,WVKR,,,
,,,,,art,a-per,,,,,,,,,
"awl-12
",Orange,,Chester,10918,Concerts,mc,concerts,mc,Broadway type musicals,,,Times Herald Record,,,
,,,,,arts and crafts,a,,,,,,Chronicle,,,
,,,,,theater,cft,,,,,,,,,
,,,,,,t,,,,,,,,,
"awl-13
",Orange,,Warwick,10990,Very few (sad face),v-lib,don't know,,live music and theater,,Warwick Common Place,,,,
,,,,,library,e-loc,,,,,,,,,
,,,,,downtown events,,,,,,,,,,
,,,,,,,,,,,,,,,
"awl-14
",Orange,,Warwick,10990,Bethel Woods,vm,,,,,Warwick info,Times Herald Record,,,
,,,,,Albert Wisner Library,v-lib,,,,,Arts Mid-Hudson,Warwick Advertiser,,,
,,,,,Warwick Winery,**,,,,,,Orange Magazine,,,
,,,,,,c-tf,,,,,,,,,
mil-lit-01,Dutchess,literary,Town of Poughkeepsie,12603,art shows,as,theater,t,,,newspaper,Hudson Valley Artists Guild,,,
,,,,,music,m,,,,,,92.1Lite FM,,,
,,,,,theather,t,,,,,,CBS,,,
mil-lit-02,Dutchess,literary,Fishkill,12533,Traditional Irish Music,m,music,m,,,,,,,
,,,,,,f-cult,,,,,,,,,
mil-lit-03,Dutchess,literary,East Fishkill,12533,Dutchess County Fair,v-multi,,,,,,PoJo,,,
,,,,,museums,v-mu,,,,,,92.1Lite FM,,,
,,,,,East Fishkill Library events,v-lib,,,,,,,,,
,,,,,Strawberry Hill Fiddlers at Millbrook Community Band Shell,m-grp,,,,,,,,,
,,,,,Vassar College art museum,ml,,,,,,,,,
,,,,,Shakespear,t,,,,,,,,,
,,,,,dance performances,pd,,,,,,,,,
,,,,,Walkway Over the Hudson,ct,,,,,,,,,
,,,,,Dutchess Arts Camp,ac,,,,,,,,,
mil-lit-04,Dutchess,literary,Hopewell Junction,12533,Stringendo,m-grp,,,,,,DC Fair page FB,,,
,,,,,Strawberry Hill Fiddlers,m-grp,,,,,,Shakespeare page FB,,,
,,,,,Boscobel,vm,,,,,,92.1Lite FM,,,
,,,,,Dutchess County Fair,v-multi,,,,,,,,,
mil-lit-05,Dutchess,literary,Millbrook,12545,I have been to Wassaic Project,af,art galleries and events silimar to Wassaic Project,ag,maybe like some sort of museum or more art galleries,am,fb,,,,
,,,,,,,,af,,ag,,,,,
mil-lit-06,Dutchess,literary,Unionvale,12540,Music fests,fm,Wassaic is only one I'm familiar with,af,art gallery openings with music festivals.  local history projects in small rural towns,ago,, Walkway Over the Hudson and Linda Marston-Reid websites,,,
,,,,,Wassaic Project,af,,,,,,,,,
mil-lit-07,Dutchess,literary,Manhattan,10024,Millbrook Literary Festival,f-lit,Millbrook Literary Festival,,am,,,I Love NY web (NY State Tourism),,,
,,,,,,,,,,,,fb,,,
,,,,,,,,,,,,NY Times,,,
,,,,,,,,,,,,,,,
mil-lit-08,Dutchess,literary,Woodstock,12498,Historical Society of Woodstock,**,Millbrook Literary fest,f-lit,publishing grants,,web,Art Times,,,
,,,,,Woodstock Artists Association and Museum,a-grp,Phoenicia Voice,fm,,,,Chronogram,,,
,,,,,Center for Photography Woodstock,am,Woodstock Playhouse,t,,,,Woodstock Times,,,
,,,,,fohk,ag,Opus40,ag-s,,,,,,,
,,,,,,**,,,,,,,,,
mil-lit-09,Dutchess,literary,Hopewell Junction,12533,Bard College,vc,Jacobs Pillow (Mass.) type place,fd,dance theater,dc,,,,,
,,,,,concerts,c,,,residency for dances,**,,,,,
,,,,,museum,v-mu,,,,,,,,,
mil-lit-10,Dutchess,literary,Fishkill,12524,Bardavon,v-multi,Vassar Powerhouse Theater,vc,,,,PoJo,,,
,,,,,NY City,**,Clearwater Festival,vt,,,,WDST,,,
,,,,,SUNY purchase,vc,,fm,,,,,,,
,,,,,,,,,,,,,,,
mil-lit-11,Dutchess,literary,Poughkeepsie,12601,art galleries,ag,cultural centers,v-cult,school for arts - low/no cost,aed,,Walkway Over the Hudson web,,,
,,,,,museums,,,,,,,Arts Mid Hudson,,,
,,,,,cultural centers,,,,,,,Mid-Hudson Heritage Center web,,,
,,,,,,,,,,,,fb,,,
,,,,,,,,,,,,PoJo,,,
mil-lit-12,Dutchess,literary,Clinton Corners,12514,movies,v-mo,,,,,,WDST,,,
,,,,,galleries,ag,,,,,,WAMC,,,
,,,,,Bard College Symphony events,vc,,,,,,,,,
,,,,,live music,mg-sy,,,,,,,,,
,,,,,,m-live,,,,,,,,,
mil-lit-13,Dutchess,literary,Town of Poughkeepsie,12603,Powerhouse Theater,f-lt,movies,"ag-f
",more scholarships $ available to lower income residents/visitors,,,PoJo,,,
,,,,,galleries,ag,,,,,,,,,
,,,,,movies,v-mo,,,,,,,,,
,,,,,Upstate Films,v-flm,,,,,,,,,
,,,,,Vassar galleries,vc,,,,,,,,,
,,,,,* library,ag,,,,,,,,,
,,,,,Bardavon,el,,,,,,,,,
,,,,,County Players,v-multi,,,,,,,,,
,,,,,,tc,,,,,,,,,
,,,,,,vt,,,,,,,,,
SMP-01,Dutchess,film festival,"NY, NY",10128,,,,,,,,,,,
SMP-02,Dutchess,film festival,"NY, NY",10028,museums,v-mu,special time for small children,ke,concert venue,vm,,,,,
,,,,,zoos,**,,,,mc,,,,,
,,,,,theater (plays),t,,,,,,,,,
,,,,,music,m,,,,,,,,,
SMP-03,Dutchess,film festival,Town of Poughkeepsie,12603,Mid,kmu,,,,,,fb,,,
,,,,,Hudson Childrens Museum,,,,,,,,,,
,,,,,wellness fairs,**,,,,,,,,,
SMP-04,Dutchess,film festival,Poughkeepsie,12601,Half,vt,Half-Moon Theater 10 minute play festival,vt,a time share 150 seat black box theater,,,,,,
,,,,,Moon Theater,,,,,,,,,,
,,,,,Powerhouse Theater,pt,Capella festival * choir,pt,,,,,,,
,,,,,Millbrook Literary Festival,f-lt,,fm,,,,,,,
,,,,,,l,,,,,,,,,
SMP-05,Dutchess,film festival,Hyde Park,12538,plays,t,plays,t,,,web,,,,
,,,,,concerts,mc,theater,,,,newspapers,,,,
,,,,,art shows,as,,,,,postings,,,,
,,,,,,,,,,,flyers,,,,
SMP-06,Dutchess,film festival,Pine Plains,12567,Hudson river history,**,Rondout area Kingston,**,live theater,vt,web - Stewart's Shops,PoJo,,,
,,,,,valley boating and merchant travel,,Hudson River Sloop,**,,,thurway**?,WAMC,,,
,,,,,,,Kingston Senate House and house tour,,,,Town of Poughkeepsie,WKZE,,,
SMP-07,Dutchess,film festival,Millbrook,12545,village,v-out,Millbrook Literary Fest,f-lit,,,local papers,WAMC,,,
,,,,,Bardavon,v-multi,community events,e_loc,,,,,,,
,,,,,Wethersfield,,Bard College,vc,,,,,,,
,,,,,,,Vassar,vc,,,,,,,
SMP-08,Dutchess,film festival,Wassaic,12592,concerts,mc,TriArts Sharon Playhouse,vt,concerts,,,Millbrook Independent,,,
,,,,,,,,,plays,,,Millerton News,,,
SMP-09,Dutchess,film festival,Millbrook,12545,Upstate Films,v-flm,Bardavon,v-multi,concerts,mc,mailing list,Millbrook Independent,,,
,,,,,Millbrook Arts Group Concert Series,agrp,Bard College,vc,plays,pt,,NY Times,,,
SMP-10,Dutchess,film festival,Hopewell Junction,12533,Half,vt,,,local theater,t,,,,,
,,,,,Moon Theater,,,,,,,,,,
,,,,,Millbrook Literary Festival,tc,,,,,,,,,
,,,,,,f-lit,,,,,,,,,
SMP-11,Dutchess,film festival,New Paltz,12561,Pone ensemble for new music,m-grp,lp,pp,more in-depth programs from writers and performers,,,NY Times,,,
,,,,,SUNY New Paltz,vc,pa,,,,,New Paltz Times,,,
,,,,,theater events,t,a-per,,,,,WAMC,,,
SMP-12,Dutchess,film festival,Rosendale,12401,movies,v-mo,art,a,museum quality art,as,,Rosendale Theater.org,,,
,,,,,art galleries,ag,Bard College,vc,,v-mu,,Almanac,,,
,,,,,concerts,mc,,,,,,Bluestone Press,,,
,,,,,,,,,,,,WAMC,,,
SMP-13,Dutchess,film festival,Croton-On-Hudson,10520,Bard College for plays,vc,Northern Dutchess Botanical gardens,m-grp,Hudson Valley Philharmonic,m-grp,google,News 12 Westchester,,,
,,,,,,pt,,mg-sy,,mg-sy,magazines,WCBs radio 88,,,
SMP-14,Dutchess,film festival,Poughkeepsie,12601,Bardavon,v-multi,Bardavon,v-multi,we have everything here,, ,Creative Living,,,
,,,,,County Players,tc,County Players,tc,,,,,,,
,,,,,Powerhouse Theater,f-lt,Powerhouse Theater,f-lt,,,,,,,
SMP-15,Dutchess,film festival,Brooklyn,11215,Towne Crier,v-com,"Bardavon
",v-multi,,,,Southern Dutchess News,,,
NYSCA-01,Ulster,awards,Newburgh,12550,Ballet,db,Ballet,db,we wish we had a performing arts theater,,web: OCAC's site,Times Herald Record,,,
,,,,,Dance performances,d,Dance performances,d,rehearsal studios,,Arts Mid-Hudson,WHUD,,,
,,,,,movies festivals,f-film,movies festivals,f-film,small performing space,,OC toursim,YNN - tv,,,
,,,,,concerts,mc,concerts,mc,room for sets and costums,,,,,,
,,,,,art shows,as,art shows,as,all in one place and building,,,,,,
NYSCA-02,Ulster,awards,Kingston,12401,O+ Festival,fa,art,a,a Latino cultural center,"
",Arts Mid-Hudson web,La Voz,,,
,,,,,movies under the stars,v-mo,Bard College,vc,,,press releases,WAMC,,,
,,,,,La Guelaguetza,v-out,,,,,,**,,,
,,,,,Bard College Spiegeltent,c-cult,,,,,,,,,
,,,,,childrens activities,vc,,,,,,,,,
,,,,,,m-cs,,,,,,,,,
,,,,,,kac,,,,,,,,,
NYSCA-03,Ulster,awards,New Paltz,12561,Unison events,ac,Bard College,vc,Community theater,e-loc,web: Unison,New Paltz Times,,,
,,,,,public library,v-lib,Elting Memorial Library,v-lib,live and movies (a building),t,,,,,
,,,,,SUNY New Paltz,vc,Unison,ac,,v-mo,,,,,
,,,,,Bard College,vc,,,,,,,,,
NYSCA-04,Ulster,awards,High Falls,12440,Rosendale theater,v-multi,Rosendale,v-multi,A large scale presenting program for higher end touring attractions,,Rosendaletheater.org,Bluestone Press,,,
,,,,,Bard College,vc,Maverick,vm,,,Ulstertoursim,Daily Freeman,,,
,,,,,Unison Arts and Learning Center,ac,the Vanaver Caravan,m-cs,,,artsmidhudson,WJFF,,,
,,,,,Bardavon,v-multi,Woodstock Film Festival,vd,,,,,,,
,,,,,Maverick,vm,Hudson Valley Symphony,pd,,,,,,,
,,,,,,m-cs,Kaatsbaan,f-film,,,,,,,
,,,,,,,,mg-sy,,,,,,,
,,,,,,,,vd,,,,,,,
NYSCA-05,Ulster,awards,Beacon,12508,galleries,am,DIA,am,more movies venues,v-mo,web: DIA,WAMC,,,
,,,,,DIA,ag,Storm King Arts Center,ag,more parades + artist activities,v-out,Arts Mid-Hudson,WVKR,,,
,,,,,Towne Crier,v-com,Bardavon,ag-s,public events like outdoor concerts,mc,Press: Southern Dutchess News,Arts Mid-Hudson,,,
,,,,,Falcon,vm,Towne Crier,v-com,movies and plays,e-out,PoJo,,,,
,,,,,Beacon Arts,aos,Falcon,vm,more live theater,t,Bluestone Press,,,,
,,,,,Beacon movies,v-mo,Downing movies,v-flm,inter-cultural events,e-cult,,,,,
,,,,,,,Upstate Films,v-flm,,,,,,,
,,,,,,,Cunneen-Hackett Theater,v-mp,,,,,,,
,,,,,,,Samuel Dorsky Museum of Art,am,,,,,,,
,,,,,,,Howland Cultural Center,v-mp,,,,,,,
NYSCA-06,Ulster,awards,Beacon,12508,Downing Film,v-flm,galleries,ag,movies,m,BACA,Beacon Free Press,,,
,,,,,Beacon 2nd Saturday,aos,Towne Crier,v-com,progressive theater,t,Arts Mid-Hudson,WAMC,,,
,,,,,DIA,ago,Samuel Dorsky Museum or Art,vm,,,,email: Arts Mid-Hudson,,,
,,,,,* movies and movies societs,am,DIA,am,,,,BACA,,,
,,,,,,v-flm,Bardavon,am,,,,,,,
,,,,,,,Howland Cultural Center,v-mp,,,,,,,
,,,,,,,wassaic project,v-multi,,,,,,,
,,,,,,,,fa,,,,,,,
NYSCA-07,Ulster,awards,Samsonvile,12461,community events,e-loc,Rosendale Theater,v-multi,affordable space with parking for events and schooling,**,web: Arts Mid-Hudson,FB,,,
,,,,,farm/food events,c-t,UPAC,v-multi,,,Chronogram,Chronogram,,,
,,,,,movies,v-mo,Bardavon,v-multi,,,Mannajo's listing,WAMC,,,
,,,,,,,Ashokan Center,v-out,,,,WKZE,,,
,,,,,,,,,,,,WVKR.  organizations: Ashokan,,,
,,,,,,,,,,,,Clearwater Festival,,,
,,,,,,,,,,,,Rondout Valley Growers Assoc.,,,
NYSCA-08,Ulster,awards,"Hudson, NY",12534,music,m,arts/cultural events for the under priveledged,fa,,,Chronogram.com,FB,,,
,,,,,gallery openings,ago,esp children from limited income,f-cult,,,,Chronogram mag,,,
,,,,,street fests,e-loc,,ke,,,,WVKR,,,
,,,,,movies fests,f-st,,,,,,,,,
